Entry_ID  Pocket_Score drug_score volume nb_asph inter_chain apol_asph_proportion mean_asph_radius as_density mean_asph_solv_acc mean_loc_hyd_dens flex hydrophobicity_score volume_score charge_score polarity_score a0_apol a0_pol af_apol af_pol n_abpa ala cys asp glu phe gly his ile lys leu met asn pro gln arg ser thr val trp tyr
12167  -0.2466 0.3716 3286.5847 480 1 0.5375 4.0572 12.2278 0.4458 82.2636 0.3817 26.6596 3.8511 -2 24 462.8975 318.6566 235.4926 212.9728 45 2 1 2 4 0 2 2 7 1 4 3 2 1 3 0 4 2 1 3 3 0
12168  0.3881 0.4909 331.5677 59 0 0.6610 3.8341 3.5978 0.4693 38.0000 0.2280 37.0769 4.2308 -2 6 74.9521 23.6827 26.8581 26.1411 3 0 0 1 2 0 0 0 2 0 0 1 0 1 2 0 0 1 1 1 1 0
12169  0.3031 0.9934 1861.8090 201 0 0.4627 3.9167 12.2952 0.4584 29.9355 0.3119 37.8077 4.3462 1 19 296.8190 215.8629 139.7268 99.6853 23 1 3 2 2 1 0 3 4 1 5 6 2 3 5 3 3 0 0 3 5 0
12170  0.1209 0.9791 1597.7578 174 0 0.4655 3.9284 10.3071 0.4699 31.7284 0.3563 41.2857 4.4524 0 15 298.3433 133.3035 126.3473 94.2994 20 0 2 2 2 1 0 2 1 1 4 5 1 3 5 3 3 0 0 2 5 0
12171  0.1998 0.3625 387.9347 56 0 0.7321 4.1165 3.2667 0.5364 40.0000 0.4355 53.9231 4.3077 -1 4 61.5890 59.2401 22.9361 17.4743 7 0 0 0 1 1 1 1 0 1 3 3 0 0 0 0 0 0 0 0 2 0
12172  -0.0932 0.0100 344.4489 34 0 0.7353 4.2716 3.1103 0.4380 24.0000 0.6647 38.4167 3.5833 -1 3 92.4131 36.5181 72.9289 29.5909 5 2 0 0 0 1 0 1 1 0 0 1 0 0 1 1 1 0 0 1 2 0
12173  0.0360 0.4058 994.3965 81 0 0.6420 4.1697 6.2997 0.4491 46.6154 0.6686 25.5652 3.6957 -3 9 158.5750 108.6600 86.6062 99.3756 12 2 0 2 1 1 0 3 2 0 0 2 1 1 1 1 1 0 0 1 4 0
12174  0.1159 0.4154 843.5024 112 1 0.6339 3.9849 5.2472 0.4767 62.4225 0.3910 35.8571 4.4286 1 11 131.6315 96.0680 86.0105 61.2869 16 0 0 0 1 0 1 1 2 1 1 1 2 1 3 0 0 3 0 2 2 0
12175  0.1914 0.5964 483.1323 47 0 0.6596 4.0029 4.0696 0.4895 27.9355 0.0811 45.5294 4.3529 4 8 117.1399 21.8054 63.0744 8.8076 6 2 0 0 0 0 1 0 0 4 0 3 0 0 1 1 0 1 1 1 2 0
12176  0.3608 0.8546 708.5436 81 1 0.3580 3.9850 5.2710 0.5286 26.0000 0.2518 18.7368 5.0000 5 11 103.9352 54.1041 61.1630 35.0613 14 1 4 0 1 0 2 1 1 0 1 1 3 1 2 0 0 0 0 0 1 0
12177  0.0720 0.0310 299.0186 19 0 0.7895 4.0295 3.3369 0.5567 14.0000 0.0600 46.0909 4.3636 -1 5 73.6653 19.4412 43.9609 10.5466 4 0 0 0 1 0 0 0 0 0 1 3 0 0 1 1 1 2 1 0 0 0
12178  0.0903 0.8043 873.8953 110 0 0.6182 4.0401 6.0470 0.4766 56.4118 0.3435 27.6400 4.1600 -1 13 156.9916 95.9352 80.2765 43.6717 14 2 2 0 1 1 2 2 3 0 1 2 0 0 2 1 1 2 2 1 0 0
12179  -0.1235 0.8238 1141.3949 133 0 0.6241 4.0080 6.7688 0.4758 62.1446 0.4195 31.3929 4.0000 -1 13 234.2799 101.3368 143.3509 66.2222 15 3 2 0 1 0 1 2 4 0 1 3 0 0 2 1 1 3 2 1 1 0
12180  0.1567 0.6202 310.9424 48 0 0.7500 3.7828 3.7645 0.4542 33.7222 0.4733 45.3750 3.5000 0 4 60.6981 9.6874 21.1241 0.0000 5 4 0 0 1 1 0 0 1 0 2 3 1 0 0 0 0 2 0 0 1 0
12181  0.3184 0.5639 1788.3628 218 0 0.5596 3.8940 10.6741 0.4931 49.3115 0.2642 36.5556 4.1333 2 19 291.1766 171.5570 110.9573 164.7318 24 3 3 2 2 3 0 2 3 2 4 5 1 1 2 1 2 2 1 2 4 0
12182  0.1025 0.5318 379.9375 72 0 0.7083 3.6792 3.7343 0.4058 49.0196 0.2549 28.6000 5.9000 2 8 79.7034 52.8334 19.1134 24.5711 10 0 2 1 1 0 0 0 0 0 0 1 1 0 1 0 0 0 1 2 0 0
12183  -0.0448 0.9762 1967.4453 301 0 0.6146 3.8959 9.7197 0.4422 78.2703 0.2739 48.6042 4.7917 3 19 368.4450 164.3001 96.3614 68.4399 26 1 2 0 0 1 2 4 1 2 5 9 3 4 6 1 3 0 0 3 1 0
12184  0.0387 0.9886 1891.0739 262 0 0.6527 4.0037 9.9530 0.4619 71.6491 0.5507 47.9583 4.6458 2 18 370.8600 117.2538 157.0282 66.4475 25 2 2 0 0 1 1 4 1 2 6 8 2 3 6 2 3 1 0 3 1 0
12185  0.0801 0.3467 634.1338 87 1 0.4713 3.9291 4.9523 0.4896 37.9512 0.3968 22.9000 4.2500 2 11 100.2331 76.3613 55.4290 38.2858 11 0 1 2 0 1 0 1 1 1 0 2 1 0 2 2 1 2 0 2 1 0
12186  -0.0065 0.1989 1752.8235 215 1 0.3070 3.8872 10.6661 0.4791 30.9091 0.3853 13.1800 3.9600 5 31 287.1579 275.9311 124.3367 138.1683 36 0 2 3 3 3 0 2 4 3 0 3 5 0 3 3 6 3 0 4 3 0
12187  0.2806 0.8473 1030.9518 170 1 0.4294 3.9244 7.6827 0.4702 43.2603 0.2651 12.0000 3.7778 3 24 141.6883 132.2542 55.6276 43.5309 26 0 1 3 2 1 0 1 4 3 0 2 2 0 2 2 5 3 0 4 1 0
12188  0.2516 0.4131 690.8473 83 1 0.6024 3.9957 4.8387 0.5252 44.6400 0.4977 23.6842 4.2632 1 10 106.6671 68.7504 38.4255 59.1536 11 0 1 2 0 1 0 1 1 0 0 2 1 0 2 2 1 2 0 2 1 0
12189  0.2492 0.9546 997.9867 164 1 0.4024 3.9269 7.3338 0.4769 39.9394 0.2747 14.3235 3.8824 4 23 153.1111 113.9951 44.3580 24.4021 24 0 1 3 1 1 0 1 3 3 0 2 2 0 2 2 5 3 0 4 1 0
12190  -0.0849 0.0427 299.3075 34 0 0.5294 3.7487 3.6135 0.4051 17.0000 0.1589 30.6429 3.9286 0 8 92.1555 32.4093 46.4679 1.7671 8 1 1 0 0 1 1 1 1 0 1 0 0 0 2 0 3 1 1 0 0 0
12191  0.0605 0.2847 1340.0619 156 1 0.6282 4.1412 7.2907 0.5122 54.2245 0.3267 46.0000 4.3704 -1 10 188.7858 104.2192 65.0850 113.2593 9 2 0 0 2 2 1 1 1 0 2 5 2 2 2 0 0 2 0 2 1 0
12192  0.0861 0.5311 1048.0175 113 1 0.6991 4.0737 7.5227 0.4954 54.3544 0.6150 63.7826 4.6087 1 5 246.3561 48.7025 147.1736 61.3714 7 3 1 0 1 0 1 0 1 0 3 8 1 0 2 0 0 0 1 0 1 0
12193  0.2482 0.9168 1191.9066 135 0 0.3926 4.0036 8.6007 0.5366 26.9057 0.4856 20.4211 3.3158 2 17 202.8815 112.8573 107.0353 61.1742 23 3 2 2 0 0 1 1 6 1 1 3 0 0 2 3 5 4 0 1 3 0
12194  0.0696 0.9167 850.8436 110 0 0.8182 3.9645 5.9696 0.4834 70.2222 0.5371 37.4000 4.9000 -1 11 167.8603 87.4521 61.1630 41.8764 10 0 1 0 0 0 2 2 0 0 1 1 0 0 2 2 0 2 1 3 3 0
12195  -0.0458 0.7728 748.3078 95 0 0.6000 3.9972 6.2787 0.4672 40.5263 0.2371 40.2609 3.7826 -2 7 161.1687 44.1511 55.5283 48.8324 8 3 0 1 2 0 0 1 2 0 1 4 1 2 2 0 1 1 0 0 2 0
12196  -0.0448 0.0062 300.3881 27 0 0.5185 3.9011 3.0345 0.4084 13.0000 0.2113 27.9000 3.4000 0 4 71.2501 15.0668 34.4042 22.6631 3 3 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 2 0
12197  -0.1085 0.0011 311.9406 21 0 0.5714 4.0775 3.3693 0.5030 11.0000 0.2566 35.8182 3.4545 -2 3 85.7416 19.3526 53.5177 43.5028 4 1 0 0 1 0 0 1 2 0 0 2 0 1 1 0 1 0 0 0 1 0
12198  -0.1175 0.0025 689.5161 43 0 0.3256 4.1785 5.4920 0.5015 13.0000 0.2813 21.1053 3.3684 0 7 138.8772 81.0012 63.0744 94.5529 7 3 1 1 1 0 1 1 4 0 0 2 1 1 1 0 1 0 0 0 1 0
12199  0.0683 0.4841 566.1143 88 0 0.5341 3.8544 4.1941 0.4281 45.3191 0.3447 24.6667 5.4167 1 9 91.7797 64.8850 34.4042 43.9534 11 1 2 1 1 0 0 1 0 0 0 1 1 0 1 0 0 0 1 2 0 0
12200  0.1227 0.4348 603.0603 96 0 0.5521 3.9256 4.3725 0.4225 51.3585 0.4079 14.2500 5.0000 1 9 97.8179 75.7988 43.9609 54.2746 11 1 2 2 1 0 0 1 0 0 0 1 1 0 1 0 0 0 0 2 0 0
12201  0.1218 0.2492 711.4939 99 0 0.4545 4.0504 4.8219 0.4824 43.8222 0.3656 9.8571 4.6429 1 11 106.2713 93.8366 49.6950 92.7576 13 1 2 3 1 0 0 1 0 0 0 1 1 0 1 0 1 0 0 2 0 0
12202  0.1259 0.5825 566.6078 100 0 0.5000 3.9471 4.4917 0.4657 48.9600 0.1564 17.1429 4.7857 1 10 100.2331 65.6688 28.6702 62.8851 10 1 2 2 1 0 0 1 0 0 0 1 1 1 1 0 1 0 0 2 0 0
12203  0.3024 0.5289 381.2644 78 0 0.6667 3.7104 3.7502 0.4212 50.9615 0.2963 21.0000 5.6667 2 7 85.7416 39.8874 30.5815 22.8603 10 0 2 1 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 2 0 0
12204  0.1071 0.5657 556.1360 66 1 0.5000 4.0054 4.7661 0.4803 31.6970 0.4266 42.2353 4.1765 -2 4 119.5552 64.3539 82.1878 29.5627 10 1 0 1 2 1 0 0 0 0 1 2 0 1 2 2 0 0 0 1 3 0
12205  0.2172 0.6080 544.3513 55 0 0.5818 3.9665 4.8387 0.4487 30.6875 0.3567 38.8125 4.1250 -2 4 115.9323 55.7823 80.2765 27.8238 9 1 0 1 2 1 0 0 0 0 1 1 0 1 2 2 0 0 0 1 3 0
12206  0.2936 0.8003 364.0282 37 0 0.5676 3.9493 3.8606 0.4393 19.8095 0.1789 46.6429 4.6429 -1 5 93.0665 33.2816 44.0602 6.9559 5 0 0 1 1 1 1 0 0 0 1 2 0 2 1 1 0 0 0 2 1 0
12207  0.0051 0.7119 1227.0061 140 0 0.5286 3.8864 8.0244 0.4394 54.2162 0.1787 45.5806 3.9677 -2 11 215.5120 141.8309 90.1311 107.9297 18 3 0 3 2 0 1 0 3 0 4 3 0 1 4 0 1 2 1 1 2 0
12208  0.0679 0.7247 340.4762 77 0 0.7532 3.7224 3.4758 0.4305 56.1379 0.2574 19.4444 5.2222 1 7 79.7034 48.6804 30.5815 17.4743 9 0 1 2 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 2 0 0
12209  0.1403 0.6186 375.9679 70 0 0.7857 3.7373 3.4275 0.3708 53.5636 0.4701 14.4000 5.1000 0 8 62.7967 46.4711 22.9361 19.1852 9 0 1 2 1 0 0 1 0 0 0 1 1 0 1 0 0 0 0 2 0 0
12210  0.2219 0.9653 1155.6859 129 0 0.4419 3.9797 7.9938 0.4618 39.7544 0.4245 27.4375 4.0000 -3 18 181.3817 119.5737 110.8580 36.7721 24 2 0 3 3 0 2 2 2 2 1 2 0 3 2 0 1 2 1 2 2 0
12211  0.1600 0.9844 1134.4261 123 0 0.4228 3.9986 7.9780 0.4703 39.4615 0.4651 26.4828 4.0690 -3 18 208.1079 100.2653 114.7800 31.4425 19 1 0 3 3 0 1 2 1 2 1 2 0 2 2 0 2 2 1 2 2 0
12212  -0.0583 0.9261 1349.5337 198 0 0.5707 3.9244 8.1310 0.4466 51.3274 0.3763 35.1316 4.2632 1 16 274.7649 126.7862 109.4431 54.0212 21 1 2 2 4 0 1 1 3 2 3 6 2 2 5 0 2 0 0 0 2 0
12213  0.1491 0.0929 256.7832 28 0 0.5000 3.8864 2.8741 0.5735 13.0000 0.1331 34.8000 3.4000 -1 3 48.3051 35.4688 26.7588 34.8079 3 1 0 1 1 0 0 0 2 0 1 0 0 0 0 0 0 0 0 1 3 0
12214  0.4996 0.9535 768.9913 125 0 0.2560 3.8408 8.4034 0.4712 19.6250 0.4247 29.9333 4.1333 0 15 125.5933 86.0044 36.3156 27.8801 19 1 2 0 3 1 1 1 4 1 3 2 1 2 1 0 3 0 2 1 1 0
12215  -0.2685 0.0147 255.0926 21 0 0.9048 4.2506 2.3105 0.4544 18.0000 0.7799 64.2500 4.4167 0 2 109.9734 9.6431 30.5815 5.2170 3 2 0 0 0 0 0 0 0 0 0 5 0 1 1 1 0 1 0 1 0 0
12216  0.6271 0.9988 1375.2617 231 1 0.3723 3.8853 10.2811 0.4455 50.0000 0.3534 24.2679 3.4464 -3 25 175.6602 149.4104 36.3156 28.0772 43 9 0 8 3 1 3 2 5 0 4 5 2 1 1 1 2 3 0 2 4 0
12217  0.1793 0.2815 678.7341 45 0 0.5333 4.0357 6.2227 0.5181 18.8333 0.3005 35.8000 4.4667 -1 5 147.3306 73.2354 95.5673 76.7406 6 0 0 1 1 0 1 0 0 0 1 3 0 0 1 3 0 0 0 2 2 0
12218  -0.3155 0.8143 1761.2395 197 0 0.4975 3.9660 11.0364 0.4493 55.3673 0.3618 17.3810 4.5000 4 26 267.6776 283.0458 130.1700 207.0025 22 0 5 4 2 0 1 5 3 2 3 3 4 1 1 0 1 0 0 2 5 0
12219  -0.2025 0.8289 1721.0437 201 0 0.4975 3.9626 10.9190 0.4556 50.8600 0.3530 18.5349 4.3953 5 26 232.4979 282.3727 105.4218 183.7762 23 1 5 4 2 0 1 4 3 2 3 3 4 1 1 0 2 0 0 2 5 0
12220  0.0779 0.3142 964.1365 98 0 0.7041 4.0235 6.0439 0.4473 60.3478 0.2302 27.8421 4.0000 2 9 157.4666 93.7480 67.0956 89.0261 11 0 1 2 1 0 0 1 2 2 2 1 1 1 1 0 1 0 0 0 3 0
12221  0.2692 0.4894 817.8049 109 0 0.2661 3.9237 6.2804 0.5259 20.2759 0.3191 27.1739 4.1304 4 13 97.8179 115.1772 80.2765 128.9946 14 3 1 3 0 0 1 1 1 4 1 3 0 0 0 1 0 0 0 3 1 0
12222  0.2692 0.4894 814.7678 109 0 0.2661 3.9237 6.2804 0.5259 20.2759 0.3191 27.1739 4.1304 4 13 97.8179 115.1772 80.2765 128.9946 14 3 1 3 0 0 1 1 1 4 1 3 0 0 0 1 0 0 0 3 1 0
12223  0.1178 0.0004 273.6086 34 0 0.1176 4.0858 2.7818 0.5932 3.0000 0.1738 12.6000 3.8000 1 6 42.2670 22.7883 19.1135 24.6274 5 1 1 1 1 0 0 0 1 0 0 1 1 0 1 0 1 1 0 0 0 0
12224  0.5071 0.0103 487.1481 35 0 0.2857 3.7712 5.7725 0.4781 4.2000 0.5487 10.4286 3.8571 1 9 60.3814 61.8034 28.6702 77.1349 7 1 2 2 1 0 0 1 2 1 1 0 0 0 0 0 1 0 1 0 1 0
12225  0.0742 0.7182 1614.3314 219 0 0.5936 4.0529 8.7078 0.4920 62.5385 0.3664 33.7568 4.5135 0 18 288.3655 119.3210 122.6239 107.0637 20 0 2 2 2 2 0 2 1 0 0 5 2 1 6 2 3 2 1 2 2 0
12226  0.2325 0.7402 649.1970 104 0 0.6827 4.0520 5.0360 0.5502 65.8028 0.2772 34.0000 4.1818 -2 9 132.8391 50.6020 53.5177 31.4707 12 4 1 1 3 0 0 1 1 0 1 2 1 1 2 0 0 0 0 2 2 0
12227  0.0085 0.4870 1004.5601 105 0 0.5238 3.9594 6.3660 0.4969 36.6182 0.2525 25.9615 4.2692 1 14 200.4663 84.9993 114.6807 73.2626 12 5 2 1 4 0 0 0 1 1 1 1 2 0 2 0 0 1 1 2 2 0
12228  -0.0498 0.5363 1484.0487 120 0 0.4167 4.0646 7.8670 0.5047 31.4000 0.3873 24.6875 3.8750 -2 16 237.9028 131.1385 145.2622 111.6611 19 5 1 1 4 0 0 2 2 1 2 2 2 1 2 0 2 1 0 2 2 0
12229  0.1281 0.1194 1612.5264 169 0 0.4260 4.0005 9.6994 0.4877 23.9167 0.3746 34.7949 3.7179 -6 17 262.0553 153.5727 150.9963 208.9598 12 1 0 0 6 0 0 0 4 0 7 4 0 0 4 1 6 3 0 2 1 0
12230  0.3640 0.8919 637.3702 104 0 0.8365 3.9370 5.4892 0.4616 69.7471 0.0863 61.0000 4.5417 1 7 144.7168 19.3305 36.6134 8.6949 5 1 1 1 0 2 1 0 0 0 0 7 0 3 3 0 2 1 1 0 1 0
12231  -0.2766 0.9323 1416.8749 120 0 0.6833 4.0892 7.6444 0.4667 50.3902 0.4171 17.5185 3.9259 0 11 263.3220 133.5912 170.4075 101.3117 12 2 1 1 3 2 1 1 2 0 0 3 3 3 1 2 0 1 0 0 1 0
12232  -0.2778 0.3745 1346.2836 101 0 0.6139 4.1108 6.5391 0.4658 47.6129 0.3678 24.6923 3.9615 -2 11 207.6919 148.5916 139.9253 120.5250 12 2 2 1 3 2 1 2 2 0 0 3 1 3 1 0 0 1 0 0 2 0
12233  -0.0407 0.5856 994.6170 87 0 0.6207 4.1049 5.9801 0.5043 41.6667 0.3218 33.1739 3.9130 -1 8 195.4573 88.2358 114.9785 66.3067 10 2 1 1 2 2 1 1 2 0 0 4 1 3 1 0 0 1 0 0 1 0
12234  0.0538 0.3787 503.0493 45 0 0.6444 4.0666 4.2651 0.4331 26.5517 0.5887 44.7143 4.6429 0 7 99.0255 56.9201 43.9609 53.9085 5 0 1 1 1 0 0 0 2 0 2 1 0 0 1 0 1 0 2 1 1 0
12235  -0.0334 0.9470 1289.4351 143 0 0.7063 4.0597 8.2646 0.4938 55.7228 0.2702 38.2903 3.5484 -1 11 244.0992 102.0763 164.3757 54.0493 14 6 0 2 2 0 0 0 2 1 3 4 0 1 2 1 1 4 0 1 1 0
12236  0.0573 0.1314 257.9722 23 0 0.6087 3.9375 2.6054 0.4318 13.0000 0.6425 34.8333 4.1667 0 7 56.7585 20.4684 22.9361 6.9559 4 1 1 1 1 0 0 0 0 0 2 0 0 0 1 0 2 1 1 0 1 0
12237  0.3358 0.0173 636.3292 46 0 0.2826 3.9674 6.6178 0.5087 10.3077 0.5251 17.8889 3.8889 -3 10 82.1187 91.6494 26.7588 82.1547 11 2 1 1 3 0 0 1 1 0 2 0 0 0 1 1 2 0 1 1 1 0
12238  0.1521 0.0061 333.6266 27 0 0.2593 3.9752 3.9069 0.4026 6.0000 0.6201 36.3333 4.5000 0 7 48.3051 58.2571 13.3794 36.6313 6 1 1 1 1 0 0 0 1 0 2 0 0 0 0 0 1 0 1 2 1 0
12239  0.1460 0.0042 325.5302 27 0 0.2593 3.8967 3.8182 0.4207 6.0000 0.6873 33.1538 4.3077 0 8 48.3051 59.2843 15.2908 40.1656 5 1 1 1 1 0 0 0 1 0 2 0 0 0 0 0 2 0 1 2 1 0
12240  0.0379 0.8152 969.2851 124 0 0.4677 3.9573 7.6160 0.4659 29.7241 0.3859 23.5000 3.5333 -2 11 190.8053 124.5548 103.2127 90.5680 15 3 1 1 3 0 1 2 6 0 2 4 2 1 1 0 1 0 0 0 2 0
12241  0.1754 0.8185 777.5142 93 0 0.4301 3.9595 6.4612 0.4230 22.7500 0.3153 26.2857 3.4286 -3 9 144.9154 96.6305 51.6063 54.0212 13 3 1 1 3 0 0 2 6 0 1 5 1 1 1 0 1 0 0 0 2 0
12242  -0.1332 0.0044 436.3913 49 0 0.2857 3.9114 4.3901 0.4586 12.4286 0.4589 22.0000 3.6000 -1 5 100.2331 62.2774 36.3156 47.0934 9 1 1 0 2 0 0 1 4 0 0 3 1 0 1 0 0 0 0 0 1 0
12243  0.1757 0.0201 700.6943 47 0 0.2553 3.9453 6.7949 0.4906 9.3333 0.7283 20.2632 4.0526 -3 11 105.0637 102.3418 43.9609 101.0864 9 2 1 1 3 0 0 1 1 0 2 0 0 0 1 1 2 0 1 2 1 0
12244  0.1608 0.1547 650.0653 57 0 0.5614 4.0884 4.7386 0.4374 29.0000 0.5968 43.1176 4.7059 -1 9 96.6103 91.4281 49.6950 90.5398 7 0 1 1 2 0 0 0 2 0 3 1 0 0 1 0 1 0 2 2 1 0
12245  0.2627 0.0214 573.0712 42 0 0.2619 3.9332 6.2127 0.4953 8.3636 0.5717 17.8889 3.8889 -3 10 71.2501 86.2257 30.5815 81.9857 10 2 1 1 3 0 0 1 1 0 2 0 0 0 1 1 2 0 1 1 1 0
12246  0.0919 0.0933 837.0521 84 0 0.2262 3.9121 9.0239 0.4846 9.6842 0.2304 -4.0435 3.2174 -3 14 115.9323 137.8327 110.8580 99.5727 16 3 0 2 3 0 1 2 2 0 1 0 2 0 1 2 2 2 0 0 0 0
12247  -0.0804 0.7990 1648.6168 190 0 0.3474 4.0289 9.4316 0.5096 32.2121 0.3861 28.1351 3.9189 1 19 265.6782 222.3581 168.1984 124.0593 27 1 2 1 2 0 2 2 4 1 3 6 2 0 2 0 2 5 0 0 2 0
12248  0.1109 0.5130 1911.8408 216 0 0.4213 4.0134 10.3162 0.5080 40.1978 0.1941 26.2250 3.9000 1 20 315.1910 201.7348 164.3757 188.9086 19 1 2 2 2 0 2 2 4 1 3 6 2 0 3 1 3 4 0 0 2 0
12249  0.1109 0.5130 2020.3285 216 0 0.4213 4.0134 10.3162 0.5080 40.1978 0.1941 26.2250 3.9000 1 20 315.1910 201.7348 164.3757 188.9086 19 1 2 2 2 0 2 2 4 1 3 6 2 0 3 1 3 4 0 0 2 0
12250  -0.0874 0.0001 284.5818 26 0 0.1154 3.9340 2.9295 0.5661 2.0000 0.2869 -6.4545 2.8182 -3 8 36.2288 65.5360 28.6702 55.7038 7 0 0 2 1 0 0 2 2 0 1 0 0 0 0 0 2 1 0 0 0 0
12251  0.2509 0.9117 607.6403 43 0 1.0000 3.8054 6.0738 0.5499 29.9070 0.5364 80.2667 4.8667 0 3 154.0021 0.0000 69.1062 0.0000 0 0 0 0 0 1 0 0 0 0 5 1 0 0 4 0 2 0 1 0 1 0
12252  0.2353 0.8048 963.7626 107 0 0.4953 4.0507 7.4476 0.5160 40.0755 0.5423 16.0870 4.0000 2 13 147.3306 100.5751 95.5673 97.9182 14 0 0 1 3 0 0 0 2 3 1 0 2 0 2 2 2 0 1 1 3 0
12253  0.2279 0.0023 242.2933 29 0 0.2069 3.9455 2.8896 0.4476 5.0000 0.5272 22.1538 4.3077 4 10 36.2288 23.7049 22.9361 17.4180 7 0 0 0 1 0 0 0 0 5 1 0 0 0 1 1 2 0 1 1 0 0
12254  0.1287 0.0050 251.9010 31 0 0.4839 3.9705 2.7006 0.5300 14.0000 0.2740 23.0000 4.3750 -2 4 54.3433 38.7717 21.0248 27.8801 5 0 0 0 3 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 1 0
12255  0.0225 0.7157 1706.6389 193 0 0.5648 3.9355 9.7050 0.4828 54.6789 0.3024 25.6585 3.9756 -2 18 296.0663 162.3436 93.8545 150.0877 21 3 3 2 3 0 1 4 5 1 0 2 1 4 4 0 1 1 0 1 5 0
12256  -0.3104 0.0114 474.7927 48 1 0.4583 4.1634 3.9905 0.4747 20.4545 0.6163 21.8000 4.2000 -1 2 124.3857 70.0210 84.0992 66.1941 3 0 0 0 0 0 1 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0
12257  0.0034 0.5795 994.8351 78 0 0.6923 4.0942 5.7104 0.4796 44.0741 0.4141 29.5217 4.0000 -1 8 161.8813 87.0316 72.8297 71.3829 9 1 1 1 2 2 1 1 2 0 0 3 1 3 2 1 0 1 0 0 1 0
12258  -0.1080 0.3721 1388.0830 99 0 0.6061 4.1086 6.6848 0.4641 44.0333 0.3831 27.3704 4.0000 -2 11 194.4080 128.1232 118.8012 122.2921 10 2 2 1 3 2 1 2 2 0 0 4 1 3 1 0 0 1 0 0 2 0
12259  0.4301 0.9946 1490.0134 268 0 0.4776 3.9132 10.7430 0.4604 50.4375 0.1922 32.8070 3.9123 5 24 259.7191 125.1523 93.6559 48.8042 35 5 1 4 0 0 2 0 5 1 0 9 3 2 4 4 4 5 1 3 4 0
12260  0.3836 0.9059 1148.1364 129 0 0.5581 3.9839 9.4278 0.5038 35.8333 0.2430 32.9667 4.5000 3 18 212.5426 88.7669 105.1240 93.0110 11 2 2 0 3 0 1 1 0 4 0 4 1 1 2 0 3 0 2 1 3 0
12261  0.2771 0.9661 700.4804 96 0 0.6250 4.0328 6.5824 0.4849 36.1000 0.1886 34.9130 4.3043 3 12 167.8603 41.0253 70.7198 17.5025 13 2 1 0 2 0 0 1 0 4 0 4 1 1 2 0 2 0 0 1 2 0
12262  0.4229 0.9934 925.8801 131 0 0.5573 3.9407 7.2761 0.5092 44.5479 0.3337 56.7188 4.5000 0 11 159.4069 49.5527 55.4290 7.0123 16 2 1 1 0 0 1 2 1 1 3 7 0 1 6 0 2 2 1 0 1 0
12263  0.4693 0.9811 832.1603 130 0 0.6923 3.8715 7.2865 0.4483 52.0000 0.2070 55.6562 4.6250 -1 15 130.7405 64.3318 49.6950 15.6509 15 2 0 0 1 0 1 1 0 1 2 4 0 2 4 0 2 4 2 3 3 0
12264  0.4451 0.9706 774.1406 124 0 0.6452 3.9433 7.3924 0.5181 48.0000 0.4267 57.1538 4.7308 -1 12 158.6743 36.4296 46.0708 19.1288 9 2 0 0 1 0 1 1 0 1 2 4 0 1 2 0 1 2 2 3 3 0
12265  -0.0202 0.0029 216.6082 20 0 0.7500 3.7918 2.8854 0.4380 14.0000 0.5076 45.4444 3.8889 0 2 73.1702 12.8796 19.1135 13.9119 3 0 0 0 0 0 0 0 1 0 0 1 0 1 2 1 1 1 0 0 1 0
12266  0.3173 0.8787 566.6398 81 0 0.6914 3.9831 5.1596 0.5174 46.7143 0.4081 36.4091 4.1818 1 9 130.5822 30.2221 51.6063 13.9400 10 1 0 0 1 0 0 1 2 3 1 1 0 1 4 2 1 1 1 1 1 0
12267  -0.0333 0.5057 903.6357 76 0 0.5132 4.0379 6.5538 0.4869 23.8462 0.4411 16.5833 3.9583 -1 14 152.1611 138.7272 57.3404 90.6243 14 2 1 1 1 0 0 4 2 0 0 4 3 0 0 0 2 1 0 1 2 0
12268  0.4819 0.2163 690.0162 81 0 0.2346 3.7177 6.6678 0.4287 12.0000 0.1542 3.6667 3.8333 -2 15 92.9874 74.3290 13.3794 64.7085 11 1 1 4 3 0 2 1 2 0 0 1 1 0 1 2 1 0 1 1 2 0
12269  -0.4353 0.0007 1130.6558 128 1 0.2344 3.8921 5.8966 0.4517 17.6667 0.7251 16.3810 4.1905 2 11 154.7347 196.1912 59.2517 152.0802 16 1 1 0 3 0 1 0 1 0 0 0 4 2 2 0 0 0 1 1 1 0
12270  0.1532 0.7114 786.6274 77 0 0.7792 4.0273 5.3833 0.4484 56.0333 0.1945 28.5238 4.1429 -1 9 143.0543 67.9888 67.0956 57.6399 8 1 1 1 2 1 1 1 1 0 1 2 1 1 1 1 0 1 0 1 3 0
12271  0.2002 0.6073 413.1912 37 0 0.7838 3.9885 4.0913 0.5131 26.9655 0.3351 45.6000 4.4000 -2 5 99.7380 26.7865 52.1027 17.3898 2 1 0 0 2 1 0 1 0 0 1 2 1 1 1 0 0 0 0 1 3 0
